experiment_id,method,dg_enabled,fsl_enabled,channel_profile,k_shot,seed,old_acc,new_acc,all_acc,hmean,source_acc,target_no_adapt_acc,target_after_adapt_acc,domain_gap,gap_recovery,forgetting,auroc,fpr95,trainable_params,adapt_steps,adapt_time,result_file
SFE_WISIG_GATE_COSINE_K5.retry1,CVS-SFE prototype cosine gate,yes,yes,"WiSig new-TX feature payload; no completed unknown/open-set; explicit satellite perturbation for SFE support/query not proven",5,1342,86.25,14.00,46.11,24.09,,38.33,46.11,,,,,,,,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/sfe_metrics_summary.json
SFE_WISIG_GATE_MARGIN_K5.retry1,CVS-SFE prototype combined margin gate,yes,yes,"WiSig new-TX feature payload; no completed unknown/open-set; explicit satellite perturbation for SFE support/query not proven",5,1343,87.50,6.00,42.22,11.23,,38.89,42.22,,,,,,,,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/sfe_metrics_summary.json
SFE_WISIG_GATE_MAHAL_K5.retry1,CVS-SFE prototype Mahalanobis gate,yes,yes,"WiSig new-TX feature payload; no completed unknown/open-set; explicit satellite perturbation for SFE support/query not proven",5,1344,82.50,4.00,38.89,7.63,,36.67,38.89,,,,,,,,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/sfe_metrics_summary.json
SFE_WISIG_GATE_OPENMAX_K5.retry1,CVS-SFE prototype OpenMax-style gate,yes,yes,"WiSig new-TX feature payload; no completed unknown/open-set; explicit satellite perturbation for SFE support/query not proven",5,1345,91.25,11.00,46.67,19.63,,40.56,46.67,,,,,,,,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/sfe_metrics_summary.json
SFE_WISIG_GATE_COMBINED_K10.retry1,CVS-SFE prototype combined gate,yes,yes,"WiSig new-TX feature payload; no completed unknown/open-set; explicit satellite perturbation for SFE support/query not proven",10,1347,76.25,15.00,42.22,25.07,,33.89,42.22,,,,,,,,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/sfe_metrics_summary.json
SFE_WISIG_GATE_COMBINED_K20.retry1,CVS-SFE prototype combined gate,yes,yes,"WiSig new-TX feature payload; no completed unknown/open-set; explicit satellite perturbation for SFE support/query not proven",20,1357,92.50,17.00,50.56,28.72,,41.11,50.56,,,,,,,,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/sfe_metrics_summary.json
FTRC_WISIG_FEATURE_ADAPTER_K2,CVS-FTRC frozen-backbone feature residual adapter,yes,yes,"target_loader=test_unseen_day_unseen_rx; target_channel_view=satellite/provided_satellite per launcher; eval excludes support",2,1337,,,42.11,,,42.20,42.11,,,-0.09,,,,20 epochs,not found,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/ftrc_summary.json
FTRC_WISIG_LOGIT_LORA_K2,CVS-FTRC frozen-backbone logit LoRA adapter,yes,yes,"target_loader=test_unseen_day_unseen_rx; target_channel_view=satellite/provided_satellite per launcher; eval excludes support",2,1337,,,42.16,,,42.20,42.16,,,-0.04,,,,20 epochs,not found,analysis_tmp/spaceborne_fewshot_enhanced_card8_result_audit_20260613/ftrc_summary.json
SFE_WISIG_GATE_COMBINED_K20_OPENSET_U2,CVS-SFE planned true open-set combined gate,yes,yes,"planned UNKNOWN_TX_IDS=6,7 resolved to disjoint TX; experiment deferred and no metrics produced",20,1457,,,,,,,,,,,,,,,automation_reports/CV-SincNet/spaceborne_fewshot_openset_card9_20260613/report.md
CEN51_HRKSEG_R030_K225_RATIO_STRICT,DG highratio K-segment source training,yes,no,"clean + satellite stress evaluation; base/old closed-set DG only",225,1337,,,86.19,,,,85.17,,,,,,,,,automation_reports/CV-SincNet/cen51_highratio_kseg_controller_20260613_135000/stage_analysis_20260613_2033/analysis_report.md
CEN51_HRKSEG_R020_K150_RATIO_STRICT,DG highratio K-segment source training,yes,no,"clean + satellite stress evaluation; base/old closed-set DG only",150,1337,,,86.68,,,,83.95,,,,,,,,,automation_reports/CV-SincNet/cen51_highratio_kseg_controller_20260613_135000/stage_analysis_20260613_2033/analysis_report.md
CEN51_HRKSEG_R050_K375_NEFF_RXSAT,DG highratio K-segment source training,yes,no,"clean + satellite stress evaluation; base/old closed-set DG only",375,1337,,,86.46,,,,84.09,,,,,,,,,automation_reports/CV-SincNet/cen51_highratio_kseg_controller_20260613_135000/stage_analysis_20260613_2033/analysis_report.md
CEN51_FUL_DG_FS005_HINGE6_SATMIN,CEN51 full-DG few-shot anchor confirmation,yes,yes,"few-shot low-data DG anchor; not deployment SFE/FTRC; no new-class split",5,multi-seed,,,90.63,,,,74.52,,,,,,,,,automation_reports/CV-SincNet/cen51_fulldg_fewshot_comprehensive_20260610_223000/report.md
CEN51_FUL_DG_FS050_CAP_RELAX,CEN51 full-DG few-shot anchor confirmation,yes,yes,"few-shot low-data DG anchor; not deployment SFE/FTRC; no new-class split",50,multi-seed,,,97.73,,,,82.31,,,,,,,,,automation_reports/CV-SincNet/cen51_fulldg_fewshot_comprehensive_20260610_223000/report.md
