run,row,epoch,epoch_time_s,train_time_periodic_target_seconds,train_loss,val_tx_acc,stage_source_val_sat_mean_tx,train_skipped_nonfinite_grad,train_skipped_nonfinite_loss,lr
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,1,122.85734009742737,,17.64298880637229,39.422222222222224,31.860493827160496,0.0045045045045045045,0.0,4e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,2,110.7828733921051,,15.465339231061506,73.68888888888888,34.67901234567901,0.0,0.0,8e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,3,112.38635563850403,,11.317341089248657,86.23333333333333,36.19876543209876,0.009009009009009009,0.0,0.00012
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,4,114.32093548774719,,8.140650338954753,90.61851851851851,35.272839506172836,0.0,0.0,0.00016
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,5,111.0116515159607,,7.081010416821316,91.64814814814815,35.945679012345686,0.0045045045045045045,0.0,0.0002
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,6,109.13981223106384,,6.093465211155178,94.31851851851852,35.44814814814815,0.0,0.0,0.0002
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,7,111.05906176567078,,5.121572073515471,95.29629629629629,38.08271604938272,0.0,0.0,0.0001999812735370286
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,8,118.3767569065094,,5.560772054904216,95.32962962962964,39.227160493827164,0.0,0.0,0.00019992510194101246
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,9,114.81528067588806,,5.195807085380898,95.77037037037037,41.95432098765432,0.0,0.0,0.00019983150858740302
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,10,116.97471189498901,,4.911381407900974,94.76296296296296,42.6925925925926,0.0,0.0,0.0001997005324244774
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,11,119.50239276885986,,4.996992639593176,96.45185185185186,43.843209876543206,0.0,0.0,0.00019953222795713037
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,12,145.69162034988403,,4.963339826008221,96.58518518518518,46.19382716049383,0.0,0.0,0.0001993266652241925
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,13,138.11288738250732,,4.893233683732179,96.91851851851852,46.588888888888896,0.0,0.0,0.00019908392976928396
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,14,141.5507516860962,,5.283810256837724,97.41111111111111,49.67654320987654,0.0,0.0,0.000198804122605216
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,15,138.7610387802124,,5.452547194721462,97.48518518518519,49.955555555555556,0.009009009009009009,0.0,0.00019848736017195526
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,16,141.84561920166016,,5.42780795935038,97.0,50.627160493827155,0.0,0.0,0.00019813377428816792
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,17,155.82140469551086,,5.315965453783671,97.52962962962962,51.13827160493827,0.0,0.0,0.00019774351209636413
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,18,153.8417227268219,,5.175386345064318,97.02962962962962,51.016049382716055,0.0,0.0,0.00019731673600166582
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,19,155.68725442886353,,5.345030652510153,97.7074074074074,51.95432098765432,0.0,0.0,0.0001968536236042226
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,20,262.3883435726166,,5.184215332473721,97.78888888888889,52.31111111111111,0.0,0.0,0.0001963543676253048
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,21,292.25264835357666,,5.791731923550099,97.57037037037037,52.81111111111111,0.0,0.0,0.0001958191758271035
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,22,290.70658230781555,,5.4265886711644695,97.64444444444445,53.60493827160494,0.0,0.0,0.00019524827092627192
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,23,289.1201889514923,,5.565149104272997,97.98518518518519,52.2037037037037,0.0,0.0,0.00019464189050124307
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,24,290.0776207447052,,5.37654519832886,97.5962962962963,53.13333333333333,0.0045045045045045045,0.0,0.00019400028689336302
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,25,295.05784916877747,,5.191558808356792,97.6,55.94444444444445,0.0,0.0,0.0001933237271018808
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,26,301.02649569511414,,5.301653210107271,97.4037037037037,53.571604938271605,0.0045045045045045045,0.0,0.00019261249267283836
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,27,299.1228415966034,,5.731517409419154,98.14814814814815,55.88641975308642,0.0,0.0,0.00019186687958190667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,28,301.15248012542725,,5.239550542187047,95.78148148148148,55.75185185185185,0.0,0.0,0.00019108719811121772
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,29,304.11695408821106,,5.316473421749768,98.21481481481482,57.56049382716049,0.0,0.0,0.00019027377272024247
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,30,297.2374448776245,,5.275106318362124,98.2,57.58024691358025,0.0,0.0,0.00018942694191076892
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,31,295.6301064491272,,5.139618015504098,97.94444444444444,59.88641975308642,0.0,0.0,0.00018854705808603705
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,32,296.3347284793854,,5.1566440747664855,97.1962962962963,57.43333333333334,0.0,0.0,0.00018763448740408825
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,33,294.15477108955383,,4.878347375371435,98.12962962962963,59.99135802469135,0.0,0.0,0.0001866896096253911
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,34,311.51478481292725,,5.12759039960466,98.0962962962963,60.471604938271604,0.0,0.0,0.0001857128179548063
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,35,308.2230820655823,,5.69274534728076,98.21851851851852,59.48765432098765,0.0,0.0,0.00018470451887795726
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,36,298.42890310287476,,5.375339659484657,98.31481481481481,63.028395061728396,0.0,0.0,0.00018366513199207342
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,37,296.38003945350647,,5.397970412228559,98.33703703703704,64.07037037037037,0.0,0.0,0.0001825950898313777
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,38,296.3651924133301,,4.828129278646933,98.1037037037037,65.10493827160494,0.0,0.0,0.0001814948376870901
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,39,294.4494459629059,,4.810227005331366,98.21111111111111,65.9604938271605,0.0,0.0,0.00018036483342212268
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,40,295.02104210853577,,4.783891423328503,98.34814814814816,66.52716049382715,0.0,0.0,0.0001792055472805426
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,41,297.23581194877625,,5.026671554591204,98.21481481481482,69.03333333333335,0.0,0.0,0.00017801746169188328
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,42,299.5648853778839,,4.442104587683806,98.07037037037037,68.59135802469136,0.0,0.0,0.0001768010710703843
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,43,292.52731347084045,,4.950977031175081,98.45555555555555,70.10370370370372,0.0,0.0,0.00017555688160924424
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,44,295.9877769947052,,5.374516317436287,98.41111111111111,71.64814814814814,0.0,0.0,0.00017428541106997135
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,45,329.05747079849243,,5.4240737240593715,98.44074074074074,72.32962962962964,0.0,0.0,0.00017298718856692058
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,46,316.1195228099823,,5.449632602768975,98.28148148148148,73.29135802469136,0.0,0.0,0.000171662754347106
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,47,314.7918825149536,,4.672404989465937,98.4037037037037,74.17283950617283,0.0,0.0,0.00017031265956538036
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,48,316.15788412094116,,5.276475427386997,98.32592592592593,75.43333333333332,0.0045045045045045045,0.0,0.0001689374660550757
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,49,316.96320033073425,,4.948657211956677,98.31481481481481,75.0037037037037,0.0,0.0,0.00016753774609419965
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,50,315.86715507507324,,5.4570422795441775,98.43703703703704,75.45679012345678,0.0,0.0,0.00016611408216728603
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,51,321.6090142726898,,4.903968960315257,98.43703703703704,75.37777777777778,0.0,0.0,0.00016466706672299729
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,52,313.9126932621002,,5.219130575119912,98.4037037037037,75.34938271604938,0.0,0.0,0.0001631973019275809
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,53,316.20671224594116,,5.217132666089514,98.38518518518518,76.24074074074075,0.0,0.0,0.0001617053994142817
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,54,318.68697142601013,,5.211851717115523,97.71111111111111,76.43086419753085,0.0,0.0,0.00016019198002881465
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,55,317.30768632888794,,5.255280362593161,98.43703703703704,76.94938271604939,0.0,0.0,0.0001586576735710038
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,56,324.90427327156067,,5.2707084309947385,98.42222222222222,77.89753086419753,0.0,0.0,0.0001571031185326951
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,57,324.07105016708374,,5.0411838336033865,98.46296296296296,78.77777777777779,0.0045045045045045045,0.0,0.00015552896183205215
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,58,316.6878340244293,,5.450090504981376,98.43703703703704,79.50617283950618,0.0,0.0,0.0001539358585443453
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,59,317.7131838798523,,5.332999395894575,98.25555555555556,79.59753086419752,0.0,0.0,0.00015232447162934632
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,60,319.01432061195374,,5.276984484346063,98.45185185185186,79.23456790123457,0.0,0.0,0.00015069547165544173
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,61,323.0050938129425,,5.555305986791043,98.34814814814816,79.5679012345679,0.0,0.0,0.00014904953652058022
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,62,318.86433959007263,,5.713596491126327,98.41111111111111,81.7925925925926,0.0,0.0,0.00014738735117016978
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,63,321.6476004123688,,5.039038992142892,98.44444444444444,81.15555555555555,0.0,0.0,0.00014570960731204183
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,64,317.87994718551636,,5.051874903945236,98.32962962962964,80.71604938271605,0.0,0.0,0.0001440170031286016
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,65,319.0614151954651,,5.239503854029888,98.50740740740741,81.45802469135802,0.0,0.0,0.00014231024298628388
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,66,321.6887881755829,,5.294126538543014,98.49259259259259,81.51728395061728,0.0,0.0,0.0001405900371424355
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,67,320.293851852417,,5.466931204538088,98.52222222222223,83.2358024691358,0.0045045045045045045,0.0,0.0001388571014497462
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,68,318.8151593208313,,5.3823345384082275,98.49259259259259,82.48024691358025,0.0,0.0,0.0001371121570583511
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,69,317.4164550304413,,5.137956822240675,98.38518518518518,81.78765432098766,0.0,0.0,0.0001353559301157287
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,70,310.8481945991516,,5.109964378245242,98.52592592592593,82.34567901234567,0.0,0.0,0.00013358915146451922
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,71,232.29007506370544,,5.220551568108636,98.44444444444444,82.0283950617284,0.0,0.0,0.00013181255633838913
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,72,224.9851930141449,,5.084504122132653,98.46296296296296,83.80987654320988,0.0,0.0,0.00013002688405606828
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,73,222.29878735542297,,5.103821082158132,98.28518518518518,83.73209876543211,0.0,0.0,0.00012823287771368728
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,74,223.34636688232422,,4.870315605455691,98.43333333333334,83.45185185185186,0.0,0.0,0.00012643128387554258
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,75,223.2707028388977,,5.098696271578471,98.44814814814815,84.71234567901234,0.0,0.0,0.00012462285226341854
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,76,224.42400336265564,,5.13539963799554,98.45555555555555,84.08641975308642,0.0,0.0,0.00012280833544459568
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,77,227.25674295425415,,4.96302337582047,98.35555555555555,84.02592592592592,0.0,0.0,0.0001209884885186744
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,78,222.51026129722595,,4.955291257248269,98.53333333333333,84.5395061728395,0.0,0.0,0.00011916406880334521
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,79,220.7364857196808,,5.114799838882309,98.42592592592592,83.91604938271605,0.0,0.0,0.00011733583551923571
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,80,230.54956364631653,,7.4440093684840845,98.52592592592593,85.74691358024693,0.0,0.0,0.00011550454947396588
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,81,230.31597065925598,,7.236120110159522,98.38888888888889,86.62098765432098,0.0,0.0,0.00011367097274554273
