audit_full_label_score_gap,audit_full_second_label,audit_full_second_score,audit_full_top1_label,audit_full_top1_score,base_receiver_score_threshold,bytes,calibration_role,candidate_audit_disagreement,candidate_audit_risk,candidate_class_count,class_conformal_enabled,class_conformal_pvalue,class_conformal_support_count,class_evidence_top1_class_radius,class_evidence_top1_class_radius_z,class_evidence_top1_class_shell_distance,class_evidence_top1_class_shell_risk,class_evidence_top1_conformal_pvalue,class_evidence_top1_effective_score_threshold,class_evidence_top1_evt_risk,class_evidence_top1_label,class_evidence_top1_mahalanobis_risk,class_evidence_top1_margin,class_evidence_top1_margin_risk,class_evidence_top1_oldness_risk,class_evidence_top1_radius_risk,class_evidence_top1_receiver_class_reliability,class_evidence_top1_score,class_evidence_top1_score_risk,class_evidence_top1_score_threshold_source,class_evidence_top1_support_count,class_evidence_top1_unknown_risk,class_evidence_top2_class_radius,class_evidence_top2_class_radius_z,class_evidence_top2_class_shell_distance,class_evidence_top2_class_shell_risk,class_evidence_top2_conformal_pvalue,class_evidence_top2_effective_score_threshold,class_evidence_top2_evt_risk,class_evidence_top2_label,class_evidence_top2_mahalanobis_risk,class_evidence_top2_margin,class_evidence_top2_margin_risk,class_evidence_top2_oldness_risk,class_evidence_top2_radius_risk,class_evidence_top2_receiver_class_reliability,class_evidence_top2_score,class_evidence_top2_score_risk,class_evidence_top2_score_threshold_source,class_evidence_top2_support_count,class_evidence_top2_unknown_risk,class_evidence_top3_class_radius,class_evidence_top3_class_radius_z,class_evidence_top3_class_shell_distance,class_evidence_top3_class_shell_risk,class_evidence_top3_conformal_pvalue,class_evidence_top3_effective_score_threshold,class_evidence_top3_evt_risk,class_evidence_top3_label,class_evidence_top3_mahalanobis_risk,class_evidence_top3_margin,class_evidence_top3_margin_risk,class_evidence_top3_oldness_risk,class_evidence_top3_radius_risk,class_evidence_top3_receiver_class_reliability,class_evidence_top3_score,class_evidence_top3_score_risk,class_evidence_top3_score_threshold_source,class_evidence_top3_support_count,class_evidence_top3_unknown_risk,class_evidence_top_m,class_radius,class_radius_z,class_score_threshold,class_score_threshold_enabled,class_shell_distance,class_shell_radius_scale,class_shell_risk,class_shell_unknown_risk_enabled,effective_score_threshold,event_alignment,event_id,evt_risk,feature_adapter_policy,feature_adapter_strength,feature_adapter_variance_floor,known_margin,known_score,label_score_gap,latency_ms,mahalanobis_risk,mahalanobis_score_assisted,mahalanobis_score_blend,mahalanobis_score_temperature,margin_risk,oldness_risk,predicted_label,prototype_assisted,prototype_calibration_alpha,prototype_calibration_policy,prototype_calibration_top_m,prototype_only_top1,prototype_score_blend,radius_risk,raw_role,receiver_class_reliability,receiver_deployment_prior,receiver_deployment_prior_source,receiver_id,receiver_score_threshold,reliability,reliability_source,role,sat_scenario,score_risk,score_threshold_source,second_label,second_score,support_density,support_neighbor_count,threshold_selection_label_scope,true_label,unknown_risk,virtual_unknown_calibration_enabled,virtual_unknown_count,virtual_unknown_risk,virtual_unknown_risk_enabled,virtual_unknown_score
0.20604731113480879,19-3,0.29965533373949405,14-10,0.5057026448743028,0.0804275465614497,40.0,query,0,0.0,6,1,1.0,8,0.08454138040542603,-20.696057379245758,0.08454149961471558,0.0,1.0,0.0804275465614497,0.0,14-10,0.11634534943626863,0.20604731113480879,4.9965194772009454e-05,0.001020259852651204,1.02758198676094e-09,1.0,0.5057026448743028,5.2845537504842e-06,receiver_global,8,0.03913852482789728,0.3882014751434326,-15.176132321357727,0.3882014751434326,0.0,1.0,0.0804275465614497,0.10899302680470735,19-3,0.3569114656428308,-0.20604731113480879,0.9999774690291194,0.5457794481181933,2.565011784859676e-07,0.91875,0.29965533373949405,0.0019006610508339739,receiver_global,8,0.6342227942633812,0.999668300151825,25.371035933494568,0.9996683232893702,0.0,0.2222222222222222,0.0804275465614497,0.9591764485612071,8-20,0.9787506765715321,-0.5057026448743028,0.9999999999929878,0.9999996224242604,0.999999999990417,0.91875,0.0,0.9087054491698959,receiver_global,8,0.9999998741358884,3,0.08454138040542603,-20.696057379245758,0.0,0,0.08454149961471558,1.25,0.0,0,0.0804275465614497,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00000,0.0,none,0.0,0.0001,0.20604731113480879,0.5057026448743028,0.20604731113480879,0.14214089326560497,0.11634534943626863,0,0.0,0.2,4.9965194772009454e-05,0.001020259852651204,14-10,0,0.0,none,2,0,0.0,1.02758198676094e-09,target_old,1.0,0.9390625,support_calibrated_receiver_class_mean,20-1,0.0804275465614497,1.0,deployment_prior,old,leo_clear_weak,5.2845537504842e-06,receiver_global,19-3,0.29965533373949405,0.625,5,support_known_only,14-10,0.03913852482789728,0,0,0.0,0,0.0
0.04468962448727666,14-7,0.04199380486770678,14-10,0.08668342935498344,0.08182471480193328,40.0,query,0,0.0,5,1,0.2222222222222222,8,0.583655834197998,4.533714056015015,0.5836557745933533,0.0,0.2222222222222222,0.08182471480193328,0.9202603119488676,14-10,0.6603399124333964,0.04468962448727666,0.15522011508996159,0.32962588442546426,0.9893734266444812,0.91875,0.08668342935498344,0.4653505226701852,receiver_global,8,0.8566578836755817,0.77476966381073,5.605915188789368,0.7747696340084076,0.0,0.4444444444444444,0.08182471480193328,0.9870516160298033,14-7,0.7836921074110587,-0.04468962448727666,0.9412949374896482,0.424724749613991,0.9963374091640927,0.75625,0.04199380486770678,0.7573170255534407,receiver_global,8,0.9748946542278482,0.9332804083824158,14.273065328598022,0.9332804307341576,0.0,0.1111111111111111,0.08182471480193328,0.9999997002123454,8-20,0.9749248788256953,-0.08668342935498344,0.9924184019820533,0.8493161318392153,0.999999367171233,0.75625,0.0,0.9119635424077692,receiver_global,8,0.997472489788544,3,0.583655834197998,4.533714056015015,0.0,0,0.5836557745933533,1.25,0.0,0,0.08182471480193328,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00000,0.9202603119488676,none,0.0,0.0001,0.04468962448727666,0.08668342935498344,0.04468962448727666,0.14214089326560497,0.6603399124333964,0,0.0,0.2,0.15522011508996159,0.32962588442546426,14-10,0,0.0,none,2,0,0.0,0.9893734266444812,target_old,0.91875,0.8578125,support_calibrated_receiver_class_mean,3-19,0.08182471480193328,1.0,deployment_prior,old,leo_clear_weak,0.4653505226701852,receiver_global,14-7,0.04199380486770678,0.625,5,support_known_only,14-10,0.8566578836755817,0,0,0.0,0,0.0
0.24539492071324093,14-10,0.36834455124193927,19-3,0.6137394719551802,0.07005975611567167,40.0,query,0,0.0,3,1,1.0,8,0.06230425834655762,-32.37468898296356,0.06230425834655762,0.0,1.0,0.07005975611567167,0.0,19-3,0.055227933756954777,0.24539492071324093,8.986858754655492e-06,0.000603177378736757,8.706652702986757e-15,1.0,0.6137394719551802,1.7938951279994342e-07,receiver_global,8,0.01861336599814873,0.08175194263458252,-27.634695172309875,0.0817520022392273,0.0,1.0,0.07005975611567167,0.0,14-10,0.07432700331225403,-0.24539492071324093,0.999997550817644,0.00016086409727349724,9.963326847045883e-13,0.91875,0.36834455124193927,0.00019891724879406159,receiver_global,8,0.358174490459564,0.9908449053764343,48.04284339770675,0.9908448960632086,0.0,0.1111111111111111,0.07005975611567167,0.999999999999981,8-20,0.9995118826600189,-0.6137394719551802,0.9999999999999754,0.9999999995148197,1.0,1.0,0.0,0.8809762188626962,receiver_global,8,0.9999999999999855,3,0.06230425834655762,-32.37468898296356,0.0,0,0.06230425834655762,1.25,0.0,0,0.07005975611567167,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00000,0.0,none,0.0,0.0001,0.24539492071324093,0.6137394719551802,0.24539492071324093,0.14214089326560497,0.055227933756954777,0,0.0,0.2,8.986858754655492e-06,0.000603177378736757,19-3,0,0.0,none,2,0,0.0,8.706652702986757e-15,target_old,1.0,0.94921875,support_calibrated_receiver_class_mean,7-14,0.07005975611567167,1.0,deployment_prior,old,leo_clear_weak,1.7938951279994342e-07,receiver_global,14-10,0.36834455124193927,0.625,5,support_known_only,14-10,0.01861336599814873,0,0,0.0,0,0.0
0.2418560390392644,19-3,0.36941151475364414,14-10,0.6112675537929085,0.046802390410290516,40.0,query,0,0.0,3,1,1.0,8,0.0686982274055481,-30.788743495941162,0.0686982274055481,0.0,1.0,0.046802390410290516,0.0,14-10,0.04706477845713865,0.2418560390392644,1.4267994738800688e-05,0.00011774516068640082,4.252248092285322e-14,1.0,0.6112675537929085,9.905642550656069e-08,receiver_global,8,0.015732263870854617,0.23993289470672607,-14.08664584159851,0.23993289470672607,0.0,1.0,0.046802390410290516,0.0,19-3,0.21810947303739217,-0.2418560390392644,0.9999978023648562,0.023937221544112472,7.625127524260218e-07,1.0,0.36941151475364414,9.928631174382918e-05,receiver_global,8,0.4140148323154536,1.0,48.90237059444189,1.0,0.0,0.1111111111111111,0.046802390410290516,0.9999999999999977,8-20,0.9997235019479039,-0.6112675537929085,0.9999999999999791,0.9999999995663886,1.0,1.0,0.0,0.7920309427192822,receiver_global,8,0.9999999999999923,3,0.0686982274055481,-30.788743495941162,0.0,0,0.0686982274055481,1.25,0.0,0,0.046802390410290516,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00000,0.0,none,0.0,0.0001,0.2418560390392644,0.6112675537929085,0.2418560390392644,0.14214089326560497,0.04706477845713865,0,0.0,0.2,1.4267994738800688e-05,0.00011774516068640082,14-10,0,0.0,none,2,0,0.0,4.252248092285322e-14,target_old,1.0,0.959375,support_calibrated_receiver_class_mean,7-7,0.046802390410290516,1.0,deployment_prior,old,leo_clear_weak,9.905642550656069e-08,receiver_global,19-3,0.36941151475364414,0.625,5,support_known_only,14-10,0.015732263870854617,0,0,0.0,0,0.0
0.05087877934922566,19-3,0.12986240219648712,20-19,0.18074118154571278,0.002890803685286066,40.0,query,0,0.0,4,1,0.5555555555555556,8,0.42210662364959717,-13.635972142219543,0.42210662364959717,0.0,0.5555555555555556,0.002890803685286066,0.0,20-19,0.271186286212208,0.05087877934922566,0.08925566639131491,0.0039451283088955255,1.1966634419517105e-06,0.91875,0.18074118154571278,0.006172624779071101,receiver_global,8,0.12220485912753136,0.7762374877929688,3.8451731204986572,0.7762374728918076,0.0,0.3333333333333333,0.002890803685286066,0.8418549097166561,19-3,0.7282527152268011,-0.05087877934922566,0.9407616472931314,0.9786849785120126,0.9790649484581206,1.0,0.12986240219648712,0.02588766683510002,receiver_global,8,0.9661705247544216,0.7161930799484253,1.6775935888290405,0.7161930799484253,0.0,0.1111111111111111,0.002890803685286066,0.7012029178091603,14-10,0.5292592353312426,-0.1021275352615569,0.9951675543015516,0.8600411919572952,0.8425856196096562,1.0,0.07861364628415587,0.10307551581886643,receiver_global,8,0.8992647886228343,3,0.42210662364959717,-13.635972142219543,0.0,0,0.42210662364959717,1.25,0.0,0,0.002890803685286066,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00000,0.0,none,0.0,0.0001,0.05087877934922566,0.18074118154571278,0.05087877934922566,0.14214089326560497,0.271186286212208,0,0.0,0.2,0.08925566639131491,0.0039451283088955255,20-19,0,0.0,none,2,0,0.0,1.1966634419517105e-06,target_old,0.91875,0.9593750000000001,support_calibrated_receiver_class_mean,8-8,0.002890803685286066,1.0,deployment_prior,old,leo_clear_weak,0.006172624779071101,receiver_global,19-3,0.12986240219648712,0.5,4,support_known_only,14-10,0.12220485912753136,0,0,0.0,0,0.0
0.22312489815315523,19-3,0.34043094851194006,14-10,0.5635558466650953,0.0804275465614497,40.0,query,0,0.0,6,1,1.0,8,0.16854506731033325,-16.495873034000397,0.16854506731033325,0.0,1.0,0.0804275465614497,0.0,14-10,0.18600188138963047,0.22312489815315523,2.1273794284622e-05,0.0011196087454668252,6.853830146011066e-08,1.0,0.5635558466650953,1.0119142447306828e-06,receiver_global,8,0.062380921309793974,0.3383421301841736,-17.66909956932068,0.3383420705795288,0.0,1.0,0.0804275465614497,0.1443258995699036,19-3,0.36174954830770517,-0.22312489815315523,0.9999904070885639,0.04503355349627396,2.1203499661405844e-08,0.91875,0.34043094851194006,0.0005936251914330226,receiver_global,8,0.5020219516553909,0.9996445775032043,25.369849801063538,0.9996445727301762,0.0,0.2222222222222222,0.0804275465614497,0.9655727023769857,8-20,0.9848356123606096,-0.5635558466650953,0.9999999999996114,0.9999984747974838,0.9999999999904057,0.91875,0.0,0.9087054491698959,receiver_global,8,0.9999994915958337,3,0.16854506731033325,-16.495873034000397,0.0,0,0.16854506731033325,1.25,0.0,0,0.0804275465614497,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00001,0.0,none,0.0,0.0001,0.22312489815315523,0.5635558466650953,0.22312489815315523,0.14214089326560497,0.18600188138963047,0,0.0,0.2,2.1273794284622e-05,0.0011196087454668252,14-10,0,0.0,none,2,0,0.0,6.853830146011066e-08,target_old,1.0,0.9390625,support_calibrated_receiver_class_mean,20-1,0.0804275465614497,1.0,deployment_prior,old,leo_clear_weak,1.0119142447306828e-06,receiver_global,19-3,0.34043094851194006,0.625,5,support_known_only,14-10,0.062380921309793974,0,0,0.0,0,0.0
0.6609964723443906,14-10,0.11281647349451139,19-3,0.773812945838902,0.08182471480193328,40.0,query,0,0.0,5,1,1.0,8,0.05862593650817871,-25.53301751613617,0.05862593650817871,0.0,1.0,0.08182471480193328,0.19625303051420673,19-3,0.1098362663198304,0.6609964723443906,7.608013553727782e-15,1.5007953876874841e-06,8.149883231967876e-12,0.91875,0.773812945838902,2.591335812596185e-09,receiver_global,8,0.10203026587647494,0.4102790951728821,-4.135122895240784,0.4102790951728821,0.0,0.4444444444444444,0.08182471480193328,0.0,14-10,0.2997509615369534,-0.6609964723443906,0.9999999999999973,0.07702605054761309,0.0157487082649998,0.91875,0.11281647349451139,0.2920437207233897,receiver_global,8,0.5305982274201134,0.9782571196556091,16.52190089225769,0.9782571438699961,0.0,0.1111111111111111,0.08182471480193328,0.9999789609630862,8-20,0.9307146425925312,-0.773812945838902,1.0,0.9927656920653868,0.9999999332225882,0.75625,0.0,0.9119635424077692,receiver_global,8,0.9999929647285581,3,0.05862593650817871,-25.53301751613617,0.0,0,0.05862593650817871,1.25,0.0,0,0.08182471480193328,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00001,0.19625303051420673,none,0.0,0.0001,0.6609964723443906,0.773812945838902,0.6609964723443906,0.14214089326560497,0.1098362663198304,0,0.0,0.2,7.608013553727782e-15,1.5007953876874841e-06,19-3,0,0.0,none,2,0,0.0,8.149883231967876e-12,target_old,0.91875,0.8578125,support_calibrated_receiver_class_mean,3-19,0.08182471480193328,1.0,deployment_prior,old,leo_clear_weak,2.591335812596185e-09,receiver_global,14-10,0.11281647349451139,0.875,7,support_known_only,14-10,0.10203026587647494,0,0,0.0,0,0.0
0.2511647369342409,14-10,0.3668752057675554,19-3,0.6180399427017963,0.07005975611567167,40.0,query,0,0.0,3,1,1.0,8,0.05701571702957153,-32.639116048812866,0.05701565742492676,0.0,1.0,0.07005975611567167,0.0,19-3,0.04664619668380573,0.2511647369342409,6.734710422625774e-06,0.0004775875819578525,6.6836239377570235e-15,1.0,0.6180399427017963,1.5864815983146485e-07,receiver_global,8,0.01571017299206207,0.08859366178512573,-27.292609214782715,0.08859366178512573,0.0,1.0,0.07005975611567167,0.0,14-10,0.06849879699932128,-0.2511647369342409,0.9999981645970671,0.0001665745844135517,1.4027181656450274e-12,0.91875,0.3668752057675554,0.00020744405186901016,receiver_global,8,0.3562348018827525,0.9997028112411499,48.485738690942526,0.99970283525181,0.0,0.1111111111111111,0.07005975611567167,0.999999999999986,8-20,0.9995474343496105,-0.6180399427017963,0.9999999999999802,0.9999999995503646,1.0,1.0,0.0,0.8809762188626962,receiver_global,8,0.9999999999999888,3,0.05701571702957153,-32.639116048812866,0.0,0,0.05701565742492676,1.25,0.0,0,0.07005975611567167,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00001,0.0,none,0.0,0.0001,0.2511647369342409,0.6180399427017963,0.2511647369342409,0.14214089326560497,0.04664619668380573,0,0.0,0.2,6.734710422625774e-06,0.0004775875819578525,19-3,0,0.0,none,2,0,0.0,6.6836239377570235e-15,target_old,1.0,0.94921875,support_calibrated_receiver_class_mean,7-14,0.07005975611567167,1.0,deployment_prior,old,leo_clear_weak,1.5864815983146485e-07,receiver_global,14-10,0.3668752057675554,0.625,5,support_known_only,14-10,0.01571017299206207,0,0,0.0,0,0.0
0.0016122887452657553,19-3,0.46830832639428815,14-10,0.4699206151395539,0.046802390410290516,40.0,query,0,0.0,3,1,0.4444444444444444,8,0.09199190139770508,-29.624059796333313,0.09199190139770508,0.0,0.4444444444444444,0.046802390410290516,0.0,14-10,0.06251284706713885,0.0016122887452657553,0.7015542640331124,0.0001516490326120905,1.3628068219001505e-13,1.0,0.4699206151395539,5.620456016708353e-06,receiver_global,8,0.2547395867109545,0.2626436948776245,-12.951105833053589,0.26264363527297974,0.0,1.0,0.046802390410290516,0.0,19-3,0.2567017725607275,-0.0016122887452657553,0.7341808110731914,0.030823868739169952,2.373587090799216e-06,1.0,0.46830832639428815,5.885418964513001e-06,receiver_global,8,0.34056881745769624,1.0,48.90237059444189,1.0,0.0,0.1111111111111111,0.046802390410290516,0.9999999999999953,8-20,0.9996722509996585,-0.4699206151395539,0.9999999999754756,0.9999999994673754,1.0,1.0,0.0,0.7920309427192822,receiver_global,8,0.9999999999918238,3,0.09199190139770508,-29.624059796333313,0.0,0,0.09199190139770508,1.25,0.0,0,0.046802390410290516,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00001,0.0,none,0.0,0.0001,0.0016122887452657553,0.4699206151395539,0.0016122887452657553,0.14214089326560497,0.06251284706713885,0,0.0,0.2,0.7015542640331124,0.0001516490326120905,14-10,0,0.0,none,2,0,0.0,1.3628068219001505e-13,target_old,1.0,0.959375,support_calibrated_receiver_class_mean,7-7,0.046802390410290516,1.0,deployment_prior,old,leo_clear_weak,5.620456016708353e-06,receiver_global,19-3,0.46830832639428815,0.5,4,support_known_only,14-10,0.2547395867109545,0,0,0.0,0,0.0
0.0025888963906474105,19-3,0.4705410436594514,14-10,0.4731299400500988,0.002890803685286066,40.0,query,0,0.0,4,1,0.8888888888888888,8,0.08809876441955566,-29.72712218761444,0.08809876441955566,0.0,0.8888888888888888,0.002890803685286066,0.0,14-10,0.06952999773389891,0.0025888963906474105,0.5229181400100732,9.715922719368597e-06,1.229348090685659e-13,1.0,0.4731299400500988,1.4624384290229386e-06,receiver_global,8,0.19748595122223048,0.08012527227401733,-30.960437655448914,0.08012521266937256,0.0,0.3333333333333333,0.002890803685286066,0.0,19-3,0.10087620345087606,-0.0025888963906474105,0.5867694905395942,3.67704095910846e-05,3.5813995023543624e-14,1.0,0.4705410436594514,1.5747138218946688e-06,receiver_global,8,0.22922748813335378,0.9919276237487793,48.558257054537535,0.9919276256114244,0.0,0.1111111111111111,0.002890803685286066,0.999999999999991,8-20,0.9996382402742737,-0.4731299400500988,0.9999999999573366,0.9999999995472395,1.0,1.0,0.0,0.520636867313093,receiver_global,8,0.9999999999857758,3,0.08809876441955566,-29.72712218761444,0.0,0,0.08809876441955566,1.25,0.0,0,0.002890803685286066,receiver_domain_ranked_by_role_tx_scenario,old|14-10|leo_clear_weak|rank00001,0.0,none,0.0,0.0001,0.0025888963906474105,0.4731299400500988,0.0025888963906474105,0.14214089326560497,0.06952999773389891,0,0.0,0.2,0.5229181400100732,9.715922719368597e-06,14-10,0,0.0,none,2,0,0.0,1.229348090685659e-13,target_old,1.0,0.9593750000000001,support_calibrated_receiver_class_mean,8-8,0.002890803685286066,1.0,deployment_prior,old,leo_clear_weak,1.4624384290229386e-06,receiver_global,19-3,0.4705410436594514,0.5,4,support_known_only,14-10,0.19748595122223048,0,0,0.0,0,0.0
