accepted,adaptation_mode,day_i,gate_method,predicted_label,role,rx_label,sample_id,scenario,sig_i,true_label,tx_label,unknown_score
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig5,leo_clear_weak,5,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,14-10|20-1|day0|eq1|sig6,leo_clear_weak,6,0,14-10,-0.25119027495384216
False,support_head_finetune,0,support_head_confidence_quantile,-1,target_old_query,20-1,14-10|20-1|day0|eq1|sig7,leo_clear_weak,7,0,14-10,-0.15602564811706543
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig8,leo_clear_weak,8,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig9,leo_clear_weak,9,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig10,leo_clear_weak,10,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig11,leo_clear_weak,11,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,14-10|20-1|day0|eq1|sig12,leo_clear_weak,12,0,14-10,-0.2182517647743225
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,14-10|20-1|day0|eq1|sig13,leo_clear_weak,13,0,14-10,-0.16578075289726257
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig14,leo_clear_weak,14,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig15,leo_clear_weak,15,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig16,leo_clear_weak,16,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig17,leo_clear_weak,17,0,14-10,-0.179463729262352
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,14-10|20-1|day0|eq1|sig18,leo_clear_weak,18,0,14-10,-0.2137625813484192
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,14-10|20-1|day0|eq1|sig19,leo_clear_weak,19,0,14-10,-0.16637051105499268
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig20,leo_clear_weak,20,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,14-10|20-1|day0|eq1|sig21,leo_clear_weak,21,0,14-10,-0.2516545057296753
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,14-10|20-1|day0|eq1|sig22,leo_clear_weak,22,0,14-10,-0.19357116520404816
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig23,leo_clear_weak,23,0,14-10,-0.18175949156284332
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,14-10|20-1|day0|eq1|sig24,leo_clear_weak,24,0,14-10,-0.18175949156284332
